0.011,-0.0236843
0.0271,-0.0140305
0.0448,-0.00375651
0.0458,-0.00318662
0.0625,0.00616395
0.0815,0.0164215
0.0828,0.0171085
0.1088,0.0304561
0.113,0.0325422
0.1314,0.0414533
0.1424,0.0466042
0.1483,0.049313
0.171,0.0593867
0.1828,0.0644068
0.1885,0.066779
0.1961,0.0698893
0.2478,0.0894676
0.2639,0.0950145
0.2773,0.0994364
0.2874,0.102654
0.2942,0.104765
0.3057,0.108236
0.3301,0.115188
0.3414,0.118222
0.3593,0.122791
0.3664,0.124525
0.3874,0.129394
0.3903,0.130037
0.3925,0.13052
0.3949,0.131042
0.4469,0.141176
0.471,0.14514
0.4856,0.147324
0.5162,0.151393
0.5754,0.157405
0.6423,0.161506
0.6496,0.161795
0.7163,0.163113
0.7288,0.163112
0.7302,0.163108
0.7581,0.162827
0.7971,0.161872
0.7976,0.161855
0.8166,0.161165
0.8402,0.160121
0.8486,0.159702
0.89,0.157295
0.8968,0.156848
0.9041,0.156354
0.936,0.15402
0.9517,0.152773
0.9655,0.151628
0.9811,0.150281
1.0207,0.146632
1.0293,0.1458
1.0641,0.142305
1.07,0.141694
1.118,0.136549
1.1232,0.135975
1.1376,0.134371
1.1397,0.134135
1.177,0.129886
1.1941,0.127902
1.2078,0.1263
1.2181,0.125089
1.2183,0.125065
1.239,0.122615
1.2597,0.120149
1.2821,0.117467
1.2857,0.117035
1.2997,0.115353
1.3064,0.114547
1.3068,0.114499
1.3502,0.109275
1.3771,0.106041
1.3961,0.103762
1.3967,0.10369
1.4257,0.100225
1.4275,0.100011
1.4388,0.0986658
1.4454,0.0978819
1.4803,0.0937559
1.4933,0.0922277
1.4994,0.0915124
1.5016,0.0912547
1.5118,0.0900615
1.5511,0.0854925
1.5646,0.0839328
1.5716,0.083126
1.5864,0.081424
1.5869,0.0813666
1.5962,0.0802998
1.6107,0.0786401
1.6204,0.077532
1.641,0.0751835
1.6522,0.0739087
1.6657,0.0723733
1.7167,0.0665726
1.7209,0.0660939
1.7359,0.0643817
1.737,0.0642559
1.7555,0.0621364
1.7756,0.0598209
1.7765,0.0597169
1.7832,0.0589413
1.7945,0.0576283
1.7966,0.0573836
1.8098,0.0558399
1.8345,0.0529217
1.888,0.0464299
1.9061,0.044167
1.9228,0.0420431
1.9427,0.0394624
1.95,0.038501
1.9688,0.0359855
1.977,0.0348696
2.0132,0.029793
2.0261,0.0279196
2.0377,0.0262036
2.041,0.0257098
2.0646,0.0221021
2.0704,0.0211941
2.108,0.015087
2.1511,0.00756869
2.1586,0.00619855
2.1591,0.00610654
2.1603,0.00588533
2.1744,0.00324838
2.1791,0.00235364
2.2025,-0.00222278
2.2218,-0.00615615
2.266,-0.0157443
2.2758,-0.0179858
2.2964,-0.0228417
2.305,-0.0249282
2.3204,-0.0287544
2.3456,-0.0352718
2.3513,-0.0367913
2.3637,-0.0401561
2.3639,-0.040211
2.3779,-0.0441106
2.3884,-0.0471057
2.4173,-0.0556687
2.4612,-0.0696066
2.5002,-0.0829714
2.5019,-0.0835756
2.5095,-0.0862991
2.523,-0.0912277
2.5667,-0.10799
2.5886,-0.116863
2.6026,-0.122701
2.6034,-0.123039
2.6062,-0.124223
2.6373,-0.137735
2.679,-0.156865
2.688,-0.161145
2.7306,-0.182123
2.7519,-0.193049
2.7687,-0.201867
2.7886,-0.212535
2.7916,-0.214164
2.7944,-0.215689
2.8011,-0.219357
2.8085,-0.223439
2.8134,-0.226159
2.8219,-0.230909
2.8312,-0.236152
2.8479,-0.245685
2.8871,-0.268621
2.8923,-0.271719
2.9086,-0.281507
2.9341,-0.297039
2.9398,-0.300545
3.0025,-0.339773
3.0156,-0.348089
3.0246,-0.353818
3.0269,-0.355284
3.0372,-0.361858
3.057,-0.37452
3.0817,-0.390331
3.1059,-0.405794
3.1081,-0.407196
3.1548,-0.436739
3.1626,-0.441616
3.1667,-0.44417
3.1775,-0.450868
3.18,-0.452412
3.1848,-0.455368
3.1975,-0.463139
3.2012,-0.465388
3.2156,-0.47407
3.2277,-0.481272
3.2792,-0.51077
3.2811,-0.511817
3.2845,-0.513683
3.298,-0.520986
3.3021,-0.523169
3.305,-0.524703
3.326,-0.535547
3.3657,-0.554657
3.3811,-0.561524
3.3887,-0.564791
3.4096,-0.573336
3.4322,-0.58181
3.4422,-0.585289
3.4615,-0.591511
3.4707,-0.594239
3.4828,-0.597585
3.5237,-0.606739
3.5281,-0.607516
3.5347,-0.608603
3.5644,-0.61229
3.5677,-0.612574
3.6073,-0.613943
3.6117,-0.613856
3.6133,-0.613812
3.6365,-0.61243
3.6445,-0.611625
3.6549,-0.610324
3.6696,-0.607982
3.6948,-0.602572
3.7191,-0.595644
3.7522,-0.583433
3.7561,-0.58178
3.7598,-0.580169
3.7614,-0.57946
3.7725,-0.574327
3.7899,-0.56553
3.797,-0.561674
3.7993,-0.560393
3.8156,-0.550842
3.8206,-0.547749
3.8423,-0.533429
3.8527,-0.52605
3.8729,-0.510762
3.9053,-0.483614
3.9842,-0.404211
4.0293,-0.3507
4.0768,-0.288403
4.0943,-0.264014
4.1184,-0.229242
4.1201,-0.226739
4.1283,-0.214578
4.1668,-0.155592
4.1772,-0.139159
4.2232,-0.0642289
4.2307,-0.0516987
4.2351,-0.0443114
4.2575,-0.00630908
4.3924,0.231242
4.3992,0.243364
4.4264,0.291739
4.4329,0.303258
4.4479,0.329756
4.4549,0.342073
4.4659,0.361358
4.4936,0.409448
4.5112,0.439583
4.547,0.499628
4.5638,0.527132
4.591,0.570612
4.6013,0.586707
4.6169,0.610668
4.6338,0.636029
4.6707,0.68907
4.6775,0.698472
4.7262,0.762162
4.7426,0.782086
4.8118,0.857003
4.8247,0.869254
4.846,0.888258
4.8655,0.904297
4.8922,0.924116
4.9071,0.934089
4.9117,0.937009
4.9279,0.946697
4.95,0.958409
4.9711,0.967969
5.006,0.98031
5.0169,0.983283
5.0448,0.988996
5.0508,0.989871
5.0567,0.990611
5.0666,0.991584
5.0712,0.991922
5.0761,0.992204
5.0795,0.992351
5.082,0.992435
5.0955,0.992524
5.0958,0.992519
5.121,0.991045
5.1531,0.986199
5.1696,0.982451
5.1774,0.98039
5.1891,0.976956
5.1994,0.973597
5.2141,0.968271
5.2218,0.965236
5.2287,0.962375
5.2396,0.957589
5.25,0.952723
5.2843,0.934678
5.2908,0.930926
5.2978,0.92677
5.3018,0.924343
5.3057,0.921941
5.3086,0.920131
5.3447,0.896018
5.4025,0.851823
5.4255,0.832546
5.4345,0.824767
5.4455,0.815089
5.4464,0.814289
5.503,0.761768
5.5102,0.754804
5.5223,0.742975
5.529,0.736361
5.5528,0.712522
5.5691,0.695918
5.5818,0.682843
5.5896,0.674758
5.6431,0.618418
5.6609,0.599418
5.6981,0.559492
5.7262,0.529261
5.7282,0.52711
5.7444,0.5097
5.7523,0.501223
5.7709,0.481312
5.778,0.473733
5.7831,0.468298
5.7923,0.458513
5.7988,0.451618
5.802,0.448228
5.8145,0.435027
5.8203,0.428924
5.8299,0.418855
5.8347,0.413836
5.8539,0.393879
5.8663,0.381097
5.8766,0.37055
5.877,0.370141
5.8776,0.369529
5.8845,0.362504
5.8898,0.357129
5.9178,0.329054
5.9463,0.301073
5.9576,0.290159
5.9697,0.27859
5.983,0.266019
6.0086,0.24227
6.0142,0.237156
6.0351,0.218334
6.0481,0.206842
6.0602,0.196297
6.1108,0.153841
6.1352,0.134342
6.1487,0.123833
6.1657,0.110887
6.1712,0.106767
6.1851,0.0965066
6.1911,0.0921445
6.1931,0.0906997
6.2092,0.0792325
6.2373,0.0599225
6.2532,0.0493943
6.3014,0.0192409
6.3114,0.0133163
6.321,0.00773565
6.3456,-0.00608985
6.3671,-0.0176159
6.4395,-0.0526724
6.4843,-0.071537
6.4945,-0.0755386
6.504,-0.0791694
6.5189,-0.0846777
6.5882,-0.107409
6.598,-0.110251
6.6214,-0.116677
6.6251,-0.117647
6.6457,-0.122825
6.6744,-0.129416
6.6909,-0.132887
6.6924,-0.133191
6.7,-0.134705
6.7069,-0.136037
6.7076,-0.13617
6.7214,-0.138712
6.7364,-0.141302
6.7934,-0.149577
6.821,-0.152737
6.8911,-0.158481
6.9102,-0.159517
6.9295,-0.16035
6.9486,-0.160969
6.9617,-0.16128
7.0079,-0.161681
7.0173,-0.161637
7.0307,-0.161503
7.0554,-0.161049
7.0658,-0.160781
7.0721,-0.160597
7.0806,-0.160324
7.1512,-0.157022
7.1894,-0.154549
7.2157,-0.152603
7.2159,-0.152588
7.2224,-0.152079
7.2499,-0.14981
7.2631,-0.148659
7.2754,-0.147552
7.3053,-0.144737
7.3393,-0.14134
7.367,-0.138441
7.4363,-0.130776
7.4466,-0.129597
7.4779,-0.125964
7.4872,-0.124872
7.4896,-0.124589
7.522,-0.120748
7.5351,-0.119183
7.5876,-0.112866
7.6309,-0.107634
7.6601,-0.10411
7.6632,-0.103736
7.6822,-0.101449
7.6841,-0.10122
7.7097,-0.0981504
7.7536,-0.0929207
7.7582,-0.0923758
7.7649,-0.0915828
7.7738,-0.0905315
7.7749,-0.0904019
7.7997,-0.0874844
7.8158,-0.0855998
7.8287,-0.0840945
7.8412,-0.0826402
7.8513,-0.0814681
7.8626,-0.0801594
7.866,-0.0797659
7.8829,-0.0778149
7.8949,-0.076433
7.8969,-0.0762027
7.8977,-0.076111
7.9078,-0.0749498
7.9248,-0.0729981
7.9588,-0.0691011
8.0799,-0.0550916
8.0926,-0.0535899
8.1638,-0.0449429
8.1747,-0.0435762
8.1783,-0.0431216
8.2193,-0.0378279
8.2212,-0.0375768
8.2377,-0.0353729
8.2411,-0.0349133
8.2471,-0.0340975
8.2533,-0.033248
8.2741,-0.0303468
8.2833,-0.029037
8.3072,-0.0255528
8.316,-0.0242384
8.3525,-0.0185881
8.3564,-0.0179642
8.3666,-0.0163133
8.3718,-0.0154607
8.3765,-0.0146834
8.4084,-0.00923556
8.4204,-0.00710454
8.4302,-0.00532892
8.4868,0.00558833
8.4954,0.00735289
8.5135,0.011164
8.5322,0.0152453
8.5649,0.0227528
8.5655,0.0228951
8.6274,0.0385176
8.6278,0.0386247
8.6394,0.0417715
8.6559,0.0463719
8.7156,0.064287
8.718,0.0650504
8.7708,0.0827271
8.7899,0.089548
8.8083,0.096339
8.8594,0.116353
8.8742,0.122471
8.8901,0.129207
8.9408,0.151812
8.9555,0.158687
8.9656,0.163493
8.9696,0.165415
8.9697,0.165464
8.9703,0.165753
8.985,0.172914
9.002,0.181371
9.0072,0.183995
9.0084,0.184603
9.0263,0.193783
9.0405,0.201207
9.0541,0.208436
9.0544,0.208597
9.0627,0.213065
9.075,0.219763
9.0993,0.233255
9.1002,0.233761
9.1379,0.255357
9.1686,0.273479
9.1855,0.283642
9.203,0.294294
9.224,0.307233
9.2386,0.316319
9.3379,0.379467
9.3573,0.391933
9.4028,0.421076
9.5391,0.504368
9.5688,0.520969
9.603,0.539054
9.6059,0.540531
9.6487,0.561161
9.68,0.574713
9.6858,0.577066
