0.4166, 0.1757
0.1017, 0.3532
0.2899, 0.1047
0.6544, 0.9300
0.3172, 0.0991
0.4736, 0.1393
0.6981, 0.9681
0.0726, 0.3432
0.9579, 0.6614
0.4777, 0.1843
0.3329, 0.0212
0.3580, 0.0918
0.1120, 0.3171
0.8061, 0.5356
0.6016, 0.7663
0.3162, 0.0683
0.0719, 0.2965
0.8634, 0.5420
0.0745, 0.3643
0.3612, 0.0590
0.0022, 0.3324
0.8115, 0.5529
0.1507, 0.4386
0.3517, 0.1064
0.9240, 0.6879
0.0411, 0.3390
0.3331, 0.1123
0.3591, 0.0523
0.6352, 0.9268
0.1382, 0.4368
0.3878, 0.1812
0.1405, 0.4355
0.0872, 0.2559
0.6084, 0.7674
0.9901, 0.7086
0.5492, 0.7791
0.5208, 0.8187
0.0955, 0.3120
0.0648, 0.3573
0.6710, 0.9771
0.0030, 0.3237
0.7831, 0.6166
0.5283, 0.7511
0.0402, 0.2979
0.0476, 0.2501
0.6031, 0.7765
0.4408, 0.2298
0.8451, 0.6226
0.2260, 0.4980
0.2235, 0.4304
0.4627, 0.2354
0.5928, 0.7760
0.6943, 0.9556
0.7875, 0.5436
0.5956, 0.7696
0.3206, 0.0421
0.3753, 0.1552
0.7461, 0.9005
0.5963, 0.8267
0.3278, 0.0010
0.2693, 0.0327
0.8975, 0.6591
0.9266, 0.6915
0.3116, 0.0432
0.3849, 0.1261
0.7316, 0.8922
0.4639, 0.2124
0.8767, 0.6521
0.2730, 0.0527
0.4924, 0.2205
0.5354, 0.8452
0.5217, 0.7940
0.9520, 0.6758
0.2001, 0.3818
0.1200, 0.3198
0.1726, 0.4093
0.6421, 0.8844
0.5416, 0.7967
0.9018, 0.7124
0.6564, 0.9063
0.2558, 0.0188
0.2287, 0.4549
0.7911, 0.5227
0.1699, 0.4034
0.8155, 0.5765
0.5841, 0.7723
0.9371, 0.7414
0.5679, 0.8304
0.5646, 0.7988
0.9605, 0.7029
0.3092, 0.0703
0.5811, 0.7880
0.8771, 0.6376
0.3124, 0.0937
0.5172, 0.7989
0.6415, 0.9140
0.7746, 0.5542
0.3032, 0.1003
0.2970, 0.1149
0.2495, 0.3889
